appId,title,score,ratings,reviews_count,installs,developer,genre,updated,version,url,description
com.mypossibleself.app,‎MyPossibleSelf: Mental Health,4.6,6119.0,490.0,"500,000+",My Possible Self Ltd,Health & Fitness,1727768588.0,,https://play.google.com/store/apps/details?id=com.mypossibleself.app&hl=en&gl=us,"We want to give you access to the best toolkits available to improve your mind. Teaming up with our friends at Priory, world leaders in mental health, we have created interactive tools and coping strategies, using cognitive behavioural therapy (CBT), customised for digital use. Together, we’ll guide you through life’s challenges and help you take care of yourself. Imagine the possibilities.

STRATEGIES THAT WORK FOR YOU 

Using innovative ideas designed with you in mind. 
Here are just a few:
Toolkit - to help you identify behaviours and monitor progress
Tags - to help you recognise the activities, people and places that influence your mood
Mood trackers - to record how you feel and help you understand your moods
Visual and audio exercises - to help boost your mood, relax your mind or drift off to sleep
Insights - to help you understand yourself better and do more of the things you like
Journals - to record worries, emotions, and actions in the moment 
Motivational messages and tips - to encourage you every step of the way

Are you ready to get started on your journey to a happier and healthier life?


WHAT THEY SAY

“My Possible Self is the doctor-approved self-care app to keep anxiety in check.” - London Evening Standard
 
“If your mental health is a concern, My Possible Self may be the app for you.” - Hello Magazine

“It's kind of like having a pocket therapist.” - Buzzfeed


JOIN OUR COMMUNITY
Instagram.com/mypossibleself
Facebook.com/mypossibleselfapp
Twitter.com/mypossibleself

Privacy policy - https://app.mypossibleself.com/our-privacy-statement.html
Terms and conditions - https://app.mypossibleself.com/our-terms-and-conditions.html"
com.gen.bettermeditation,BetterMe: Mental Health,4.4468083,66344.0,1635.0,"5,000,000+",BetterMe Limited,Health & Fitness,1776861663.0,,https://play.google.com/store/apps/details?id=com.gen.bettermeditation&hl=en&gl=us,"BetterMe: Mental Health—an all-in-one app for your mental well-being, offering meditations, courses, and other tools.

Mindfulness is key to a balanced life, and BetterMe offers simple, practical relaxation methods for everyone, whether you're just starting out or already a pro. Dive into guided practices and start discovering your inner peace today—let's embrace the good vibes together!

Teaming up with mental health experts, we have used effective tools and strategies from Cognitive Behavioral Therapy (CBT) to help you tune in to the world surrounding you. 

Incorporate mindfulness into your daily routine through guided meditations, stress-relief practices, breathwork, sleep meditations, and hundreds of mental health exercises. When your mind is clear, you concentrate better, feel inspired, and get more life energy.

Just a few minutes can really boost your well-being. Opt for quick breathing practices to set the intention for the day or longer meditations to soothe your nerves. 

Start your journey with BetterMe as you reduce stress, discover self-love, and enhance your mental well-being.

🌿 BetterMe Mental Health features:

• Step-by-step plan
Get your daily tasks for morning, afternoon, and evening. Each one consists of a breathing exercise or guided meditation and takes no more than 5 minutes. 

• Breathing exercises
Access a collection of 3-minute breathing sessions to shake off worry, stress, and anger. Practice anytime and anywhere—whether you're walking, taking the bus, or waiting in line.

• Meditations
Explore hundreds of guided meditations to boost mindfulness, recharge your energy, and fully embrace the present moment.

• Sleep stories and calming sounds
Relax with soothing stories and mellow sounds to enhance your sleep quality and unwind after a long day.

• Mix and match relaxation sounds
Snow Steps, Beach Waves, Birds, Cat Purr, Fire, Forest, Rain, and more—create an ideal atmosphere that aligns with your emotions.

Turn on our sleep timer to wrap up your evening on the perfect note. 

• Interactive Mental Assistant
Start a chat with your go-to advisor for emotional support and guidance.

Download BetterMe now and embark on your journey to a more peaceful, balanced life.

We offer flexible subscription plans on Google Play, so you can choose what works best for you. Please note that subscriptions automatically renew within 24 hours before the end of the free trial or the current subscription period. You can manage or cancel your subscription anytime through your Google Play account settings.

ℹ️ BetterMe: Mental Health provides general guidance on relaxation and mindfulness. It is not designed or intended to diagnose, treat, cure, or prevent any health conditions. The insights from the app are not a substitute for professional medical care and might not be suitable for everyone. Before adopting any advice or activities described above, always consult a healthcare professional. Use this app at your own discretion.

Terms of Use - https://betterme.world/terms   
Privacy Policy - https://betterme.world/privacy-policy  
Subscription Terms - https://betterme.world/subscription-terms"
com.zollsoft.feelway,Feelway: AI for Mental Health,,,,"1,000+",zollsoft GmbH,Health & Fitness,,,https://play.google.com/store/apps/details?id=com.zollsoft.feelway&hl=en&gl=us,"Feelway is an AI self-help app for mental health and emotional balance. Reflect by chat or voice, identify unhelpful patterns, reduce stress and anxiety, and build healthier responses.

Features:
- AI-guided conversations based on psychology (CBT-inspired).
- Visualize vicious cycles and find helpful thoughts and actions.
- Get ideas for your next session based on past conversations.
- Pattern analysis summarizes recurring thoughts, feelings, and next steps.

Privacy & safety:
- Your sessions are private by default.
- Feelway is for personal development and self-help. It does not provide medical diagnosis or treatment.

Focus areas & topics:
- Mindfulness and journaling reflections for more clarity about mood and emotions.
- Support in dealing with intense feelings, sadness, stress and anxiety, as well as recurring intrusive thoughts.
- Conversations and exercises inspired by psychotherapy, especially CBT-based approaches.
- Even if topics like ADHD or borderline are on your mind: sort thoughts, recognize patterns and derive next steps.

If you have a diagnosed mental disorder or are in crisis, seek professional help.

Terms of Use: https://www.iubenda.com/terms-and-conditions/22770342
Privacy Policy: https://www.iubenda.com/privacy-policy/22770342/full-legal
EULA: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/"
com.theinnerhour.b2b,Amaha: Mental Health Therapy,4.2303667,29374.0,1828.0,"1,000,000+",Amaha Health,Health & Fitness,1780420734.0,,https://play.google.com/store/apps/details?id=com.theinnerhour.b2b&hl=en&gl=us,"InnerHour embraces a fresh start with Amaha.

A place to help you feel better and stay better, Amaha is built by trained psychologists and licensed psychiatrists. The app will improve your mental health, help you cultivate mindfulness, and sleep better through self-care, therapy, and community support. 

The core Amaha experience entails:
- Self-help tools
- Self-help activities
- Easy-to-use trackers
- Expert curated resources
- The Amaha Community

<b> Get the Amaha experience </b>
InnerHour was your one-stop solution for everything mental health. Amaha is for everyone - whether you need a space to journal your thoughts, practice meditation to feel calm or are struggling with depression, stress, anxiety, sleep, or need self-help tools or professional support - this is the right place for you. 

You can begin your journey with an assessment that helps us understand you better. Discover a specialised mental health course based on your need. Each course has different tools designed to help you manage your sleep, and anger, tackle stress, overcome depression, beat anxiety, journal your thoughts, practice meditation and care for yourself, and feel calm.

<b> Explore self-help tools </b>
To help you ease your stress, become mindful and instill happiness, Amaha gives you an improved experience based on CBT, Mindfulness, and Positive Psychology principles. Keeping the InnerHour spirit alive, we can help you make feeling calm a habit with 500+ self care, mindfulness, and meditation activities - such as affirmations, guided journals and anxiety relief meditation audios. 

<b> Access self-help activities </b>
Consistent goals, meditation, maintaining a journal, and similar healthy habits improve your mental health which lasts for a longer time. With the enhanced Amaha app, keep track of your journal, and align your schedule to sleep better. Such activities motivate you to improve daily, keep you calm, and reduce stress. 
 
<b> Easy-to-use trackers </b>
Understanding your emotions and feelings is another essential part of your mental health and self care. Use the mood tracker to effectively mark your mood for each day and analyse it through a weekly mood chart. This will keep you aware of your daily moods and give you deeper insights into your mental health. You can then understand any patterns and find ways to work on them and keep yourself calm in different situations. You can also set daily self care goals on the goal tracker to add tasks that can improve your mental health and also help you accomplish more.

<b> Explore our Expert curated resources </b>
Amaha is built to help you develop a holistic lifestyle. Access our curated resources, including blogs, audio and videos, to understand the causes of different mental health concerns like depression, anxiety, and sleep. Learn different ways to stay calm, instill happiness, hot to make self care a habit, know the benefits of practicing meditation and how to process your feelings in a journal.

<b> Be a part of the Amaha Community </b>
A space to call your own and talk openly, the Amaha community is built to help you share your struggles and be heard. Join our groups if you are struggling with depression, addiction, OCD, or ADHD and can connect with people who might be dealing with similar mental health concerns. This is your safe space to share what's on your mind, anonymously.

The Amaha (formerly InnerHour) app is free to download. A subset of our offerings is available for free forever.

For any questions, reach out to us at support@amahahealth.com
Visit our website: https://www.amahahealth.com"
de.moodpath.android,MindDoc: Mental Health Support,4.215368,40102.0,3896.0,"1,000,000+",MindDoc Health GmbH,Health & Fitness,1779794572.0,,https://play.google.com/store/apps/details?id=de.moodpath.android&hl=en&gl=us,"🌟 <b>Discover MindDoc: Your Mental Health Companion</b>
Embark on your journey towards better mental health with MindDoc. Trusted by over 3 million users worldwide, MindDoc is rated 4.7 stars from 26,000+ reviews, making it the go-to app for mental well-being.

🧠 <b>Developed by Experts in Mental Health</b>
Developed by clinical psychologists and researchers, MindDoc is designed to support individuals facing common mental health challenges including depression, anxiety, insomnia, and eating disorders.

<b>Track Your Mood and Journal Your Thoughts</b> 📝
Utilize our intuitive mood tracking feature to monitor your emotional state and journal your thoughts, feelings, and experiences.

<b>Personalized Insights and Feedback</b>
Receive regular feedback on your symptoms, problems and resources as well as a global assessment of your emotional health that you can download and share with your health care provider. 

<b>A Comprehensive Course Library Based on Cognitive Behavioral Therapy (CBT)</b>
Receive personalized course recommendations, become an expert for your own mental health and learn and practice  actionable strategies for taking charge of your mental health..

<b>Unlock Premium Features with MindDoc Plus</b>
Elevate your experience with MindDoc+ and gain unlimited access to our exclusive features with a subscription. Whether you choose a 3-month, 6-month, or 1-year plan, MindDoc+ offers you comprehensive resources and insights to support your mental well-being. 

👩‍⚕️ <b>Your Trusted Mental Health Partner</b>
MindDoc serves as your dedicated companion on your mental health journey, offering support for various aspects of well-being, including symptom management, coping with painful emotions, stress management, mindfulness, relationships, time management, and self-image.

🔒 <b>Privacy and Support</b>
We are committed to your privacy and security. Certified with ISO 27001 and fully GDPR compliant, we prioritize protecting your personal information with the highest standards of security
Our robust data security measures ensure that your information is encrypted and securely stored at all times.

Rest assured, your privacy is our priority. For assistance or inquiries, reach out to service@minddoc.com.. Learn more about our terms and privacy policy to ensure a safe and secure experience.

https://minddoc.com/us/en/terms
https://minddoc.com/us/en/self-help/privacy-policy

📋 <b>Regulatory Information</b>
MindDoc app is a risk class I medical product according to Annex VIII, Rule 11 of the MDR (REGULATION (EU) 2017/745 on medical devices) 

Intended medical purpose

The MindDoc app allows users to log signs and symptoms of common mental illnesses in real time over long periods of time. 

The application enables users to self-manage symptoms and related problems by providing evidence-based transdiagnostic courses and exercises to help identify, understand, and manage symptoms through self-initiated behavior change.

The application provides users with regular guidance on whether further medical or psychotherapeutic evaluation is indicated through a general feedback on emotional health. 

The MindDoc app explicitly does not replace a medical or psychotherapeutic assessment or treatment, but can prepare and support the path to psychiatric or psychotherapeutic treatment.

⚕️ <b>Empowering Self-Management</b>
Empower yourself with tools and resources for self-management and promoting a proactive approach to mental health care.

📲 <b>Start Your Mental Health Journey Today</b>
Take the first step towards taking care of your mental health by downloading MindDoc for free today. Promote your well-being, one step at a time."
com.wellness.ai,Wellness AI Therapy & Meditate,4.9259257,29.0,13.0,"1,000+","Wellness Technology, Inc.",Health & Fitness,1780351184.0,,https://play.google.com/store/apps/details?id=com.wellness.ai&hl=en&gl=us,"Your 24/7 AI therapist and meditation coach for anxiety relief, mood support, and better sleep. Wellness AI combines evidence-based therapy with personalized guided meditations—CBT techniques, mindfulness exercises, and emotional wellness tools in one private mental health app.

Feeling anxious, sad, lonely, or overwhelmed? Struggling with stress, worry, or racing thoughts? Need someone to talk to at 3 AM? Wellness AI provides instant mental health support through AI-powered therapy conversations and custom meditation sessions tailored to your specific emotional needs.

Created by a PhD psychologist, Wellness AI uses evidence-based techniques from Cognitive Behavioral Therapy (CBT), Dialectical Behavior Therapy (DBT), and Acceptance and Commitment Therapy (ACT).

💬 AI THERAPY & MENTAL HEALTH SUPPORT

- Chat with your AI therapist anytime – Get support for anxiety, stress, sadness, OCD, insomnia, and other mental health challenges 24/7
- CBT, DBT & ACT techniques – Evidence-based cognitive behavioral therapy, dialectical behavior therapy, and acceptance commitment therapy methods
- Emotional support when you need it – Work through difficult feelings, process emotions, and find relief from overwhelming thoughts
- Vent safely and privately – Express difficult emotions in a judgment-free space when you need to talk
- Personalized therapeutic guidance – Your AI therapist remembers your story across sessions and adapts to your needs
- 100% private & secure – All therapy conversations are stored on your device only

🧘 PERSONALIZED GUIDED MEDITATIONS

- Custom meditation generation – Each meditation is uniquely created for your needs
- Anxiety relief meditations – Targeted sessions for managing anxiety, panic, worry, and stress
- Sleep meditations & insomnia support – Fall asleep faster with guided sleep visualizations and relaxation techniques  
- Mindfulness & breathing exercises – Daily mindfulness practices and breathwork for emotional regulation
- Mood improvement practices – Support for low mood through gratitude meditations, self-compassion exercises, and positive psychology
- Therapy integration – End your AI therapy sessions with meditations that reinforce insights from your conversation

Request any meditation you need: ""help with work anxiety,"" ""sleep meditation for insomnia,"" ""DBT coaching,"" ""ACT values clarification,"" or ""mindfulness for sadness."" Get instant, personalized support.

🎯 WHO WELLNESS AI HELPS

✓ Those seeking emotional support and a safe space to vent
✓ People managing anxiety, stress, or mood issues
✓ Anyone struggling with insomnia, poor sleep, or racing thoughts at night
✓ Individuals learning CBT, DBT, or ACT therapy skills
✓ People needing affordable alternatives between therapy sessions

🔒 PRIVACY & SECURITY

Your mental health conversations deserve absolute privacy. Unlike many other therapy apps, Wellness AI stores all therapy data locally on your device—not on external servers. We never see your conversations, and your data never leaves your phone unless you explicitly choose to back it up.

⭐ WHAT USERS SAY

""The best mental health app I've used, hands down!"" – App Store Review

""I was skeptical about AI therapy, but Wellness AI genuinely helps with my anxiety and mood."" – Google Play Review

🆓 FREE TRIAL – START TODAY

Download now and enjoy your free trial with unlimited AI therapy sessions and personalized meditations. Cancel anytime. You deserve support that's always available, completely private, and built around your unique mental health needs.

Important Note: Wellness AI provides mental wellness support and self-care tools. It is not a replacement for professional mental health services or medical treatment. For mental health emergencies or crisis situations, please contact a licensed healthcare provider or crisis hotline immediately.

Terms: wellness-ai.app/terms-of-use  
Privacy: wellness-ai.app/privacy-policy"
com.healthmind.app,HealthMind -AI Mental Wellness,,,,100+,HealthMind,Health & Fitness,,,https://play.google.com/store/apps/details?id=com.healthmind.app&hl=en&gl=us,"HealthMind is a personalized AI mental health assistant designed to help users better understand emotions, manage daily stress, and build healthier mental wellbeing habits. It offers a safe space for mood tracking, journaling, and AI-powered conversations. 

What HealthMind Helps With:
-Managing everyday stress and emotional overwhelm 
-Building self-awareness and healthy mental habits 
-Reflecting through guided journaling and mood check-ins 
-Receiving supportive, non-judgmental AI conversations 
-Tracking emotional patterns over time 

Key Benefits:
-Simple, private mental wellness support 
-Personalized AI-driven experience 
-Designed for daily emotional wellbeing 
-Accessible anytime, anywhere 

The AI Experience: Alverna AI
At the heart of the app is Alverna AI, a conversational assistant designed to listen, guide reflection, and encourage positive coping strategies. Upon signing up, the app uses brief wellbeing questionnaires and daily check-ins to adapt content and insights to the user's emotional needs. Alverna AI is built to promote emotional balance and self-understanding—not to replace professional care."
com.dzeny.dzeny,Dzeny — Your AI Therapist,3.9756098,503.0,9.0,"10,000+",PHOENIX LLC,Health & Fitness,,,https://play.google.com/store/apps/details?id=com.dzeny.dzeny&hl=en&gl=us,"Your personal AI therapist for better mental health and emotional wellness.

Struggling with anxiety, stress, or depression? Dzeny is your AI-powered mental health companion, available 24/7 to provide personalized support, counseling and science-based solutions.

🧠 What makes Dzeny: AI Therapist special:

🔊 Voice or text support
With voice and text support, Dzeny feels like having a real therapist always with you. Whether you want quick anti-stress support, daily check-ins for better mental health, or deep conversations about anxiety, depression, stress or couple therapy, the app adapts to your style. It’s more than just a health app — it’s your AI-powered stress relief app, always private, always affordable.

⏳ 24/7 availability — support anytime, anywhere
Life doesn’t wait for appointments, and neither should your therapy. With Dzeny, you can access emotional counseling instantly — even in the middle of the night when anxiety or panic attacks hit hardest. AI psychologist is always here, making emotional support available around the clock.

🔬100+ evidence-based techniques 
Go beyond conversations with 99+ practices designed by clinical psychologists: breathing exercises, guided meditations, mindfulness techniques, CBT exercises, and motivational tools. These science-backed methods support your long-term mental well-being.
💰 Affordable AI psychologist
Taking care of your mental health shouldn’t be a luxury. Therapy can be expensive, but Dzeny makes professional-level therapy accessible to everyone. 

🔐 Privacy & security — your safe space
Your emotional journey is deeply personal. With AI Counsellor, every conversation is 100% confidential and secured with a personal PIN code. Dzeny is built as a trusted AI therapy app where you can freely talk without judgment.

🌱 Personalized self-help plans — therapy that grows with you.
Dzeny creates tailored plans based on your sessions and emotional patterns, guiding you step by step through your mental health journey. It tracks your progress and offers insights to support steady growth. 

🌟 How it works:

• Share your feelings - Talk or type about what's on your mind
• Get AI insights - Receive personalized understanding of your emotional state
• Practice together - Follow guided exercises and coping strategies
• Track your progress - Monitor your mental wellness journey over time

Transform your mental health with Dzeny: 

• Reduce anxiety and manage stress effectively 
• Improve sleep quality and energy levels 
• Build lasting self-confidence and resilience 
• Develop mindfulness and emotional intelligence 
• Access professional-grade mental health tools

Important:
Dzeny isn’t a replacement for therapy — but it’s a safe, affordable, and supportive alternative for everyday mental care. Whether you need to clear your mind, calm down, structure your thoughts, or simply feel heard — Dzeny is here.

Try for free for 7 days — no credit card required.
Then just $9.99/month — save more with a yearly subscription."
hk.treehole.mindforest,MindForest: Mental Health AI,,,,"5,000+",樹洞香港 TreeholeHK,Health & Fitness,1780383279.0,,https://play.google.com/store/apps/details?id=hk.treehole.mindforest&hl=en&gl=us,"Your 24/7 AI wellness companion.

Feeling overwhelmed? Need someone to talk to at 3am? MindForest is here. Our AI wellness coach ForestSage listens without judgment, helps you process emotions, and offers personalized guidance based on psychological principles.

Trusted by 20,000+ users with 4.7 rating.

===

Why MindForest?

AI Wellness Coaching
Talk to ForestSage anytime. Our AI understands context, remembers your journey, and responds naturally - users say it feels like chatting with a real person. Available in Cantonese and English.

Insight Story
Your conversations automatically become a personal journal. Track insights, spot patterns, and see your growth over time. No blank page anxiety - just talk.

Psychology Assessments
Discover yourself with BIG5 personality tests and other psychometric evaluations. Get personalized insights tailored to your psychological profile.

Growth Library
Interactive courses on resilience, goal-setting, stress management, and emotional intelligence. Learn at your own pace.

===

Why Users Say

""It really feels like a real person. I felt so relieved after chatting.""

""This is the tool I wish I could take everywhere - available when I need it most.""

===

Perfect For

- Processing daily stress and emotions
- Building self-awareness and emotional intelligence
- Working through anxiety and overwhelm
- Personal growth and self-improvement
- Learning about psychology

===

Built by psychology experts

MindForest is developed by TreeholeHK, Hong Kong's leading psychology education organization. We combine psychological wisdom with AI technology to make mental wellness accessible to everyone.

===

Get started free

Download now and start your first conversation with ForestSage. Basic features are free - upgrade to Premium for unlimited conversations, all assessments, and the full Growth Library.

===

Important Notice
MindForest is a wellness tool for personal growth and is not intended to replace professional psychological therapy or psychiatric care. If you are experiencing a mental health crisis, please contact emergency services or a qualified mental health professional.

Privacy Policy and Terms: https://mindforest.ai/privacy-policy-t-and-c
Support: info@mindforest.ai"
app.awarefy.awarefyapp,Awarefy: AI Mental Partner,3.642857,2695.0,5.0,"100,000+",Awarefy Inc.,Health & Fitness,1780570299.0,,https://play.google.com/store/apps/details?id=app.awarefy.awarefyapp&hl=en&gl=us,"Awarefy is an AI mental health partner app that supports you in your daily life, enhancing your awareness. The AI mental partner, Fy, assists you with your mental health care. It is equipped with comprehensive features based on psychological knowledge such as cognitive behavioral therapy and mindfulness, and it gently supports your mental health and growth through visualization of emotions, stress care, and learning about psychology.
You can record your daily activities, visualize your thoughts and emotions, seek advice on your concerns, receive objective insights and access a variety of audio guides for meditation, sleep, and natural sounds.
Start by setting your own theme, which could be a challenge or concern you want to address or the state you aspire to achieve. Fy, your AI mental partner, will support you 24/7, anytime and anywhere, to help you achieve your goals.
The app includes all the functions you need for stress management, mental care, and goal achievement. With this one app, you can care for your mind, remove obstacles, and create a state where you can focus on what matters to you.
You can use this app with peace of mind, as we have built it in collaboration with experts (Cognitive Behavioral Therapy and Acceptance & Commitment Therapy.)

## Features:
1. Check-ins and Check-outs
Each morning and evening, you can record your mental and physical condition in various ways. These can include the general ups and downs of your body/mental condition and more.

2. Emotion Notes
Emotion notes offer you a place where you can record any incidents that emotionally stirred you up in any way and be honest about your feelings in a safe, private environment.
ABLE TO USE AS:
- thought record
- mood tracker, mood journal
- anxiety tracker
- thought diary

3.　Coping Lists and Routines
Create a list of your own stress-coping methods and ways to care for your mind. As your list grows, your repertoire of stress management techniques increases, leading to greater mental stability and relief from distress. There are also many features to help you establish these habits.

4. AI Letters and Statistical Data
Receive weekly reports analyzing your recordings over the past week. Recognize and reflect on your emotional fluctuations and trends to better understand yourself. Statistical data provides further objective self-analysis, aiding in self-discovery and long-term life planning.

5. Audio Guides
We offer a library of over 200 educational guides covering a wide range of topics.
- mindfulness
- anger management
- self-compassion
- breathing

6. Self Relationship Assessments
Our pride and joy psychology assessment chart of personal relationships you have with yourself.

7. AI Counseling We provide an AI-powered chatbot called “Awarefy AI” which allows you to express your feelings anytime. With Awarefy AI, you can safely share your thoughts and organize them to calm your mind without the fear of being judged.

## Terms and conditions
https://www.awarefy.com/app/en/policies/terms

## Privacy Policy
https://www.awarefy.com/app/en/policies/privacy

## Important Usage Advisory
Awarefy was not created with the intent to diagnose, treat, or otherwise prevent any specific kind of illness or disability. Those who are ill (depression, anxiety, panic, and so on) or taking medication can use Awarefy more effectively by first consulting with a physician, pharmacist, or counselor."
