appId,title,userName,score,content,thumbsUp,date
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Eric G,4,"I've used this quite a bit, and it's nice having a place to just bounce thoughts off of. 99% of the time, the app works as expected, but there are some technical issues. Just earlier today, I was using the app and unexplainable to me, as i was writing out a response personally, I guess it was the ai model or something, began writing out responses for me as I was typing my own, and sending them to itself as if it was me speaking. it was very strange, I reported it and have screenshots of it",59,2025-07-16 03:21:04
xyz.slingshot.ashley.app,Ash - AI for Mental Health,DeeAnn Rambo,2,"The app is okay, though it tends to get caught in loops and sometimes repeats itself in ways that remind users that it's definitely AI. Also, the emails are annoying. Fir some of us, they're unwanted. But unsubscribing doesn't work. That's a flaw, not a feature. Loops is what they're using for email. Loops needs to make the unsubscribe button actually work. then it needs to delete that data.",50,2025-09-27 15:32:50
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Shannon Osborne,5,"This app is amazing! I use journal writing often to release negative thoughts and pain because I don't want to burden a friend with the things that overwhelm me. I tried this app because I didn't feel like the journals were working anymore. I know it's AI, but just being able to speak out loud, and actually having a voice respond, has made such a difference! I can talk, vent, question and cry and not feel guilty because it's AI! I highly recommend this app to add to a self care routine!",155,2025-06-22 08:16:47
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Linda Carlson,3,"It has helped me gain some perspective about what I am going through, so I'm giving it 3 1/2 stars. Seems not to integrate the weekly insights info into the discussions, I will mention something from the insights, and it will act like it was my idea, not something it suggested. I sometimes have to remind it of previous things discussed, too. I think an AI therapy app isn't the best thing. It's useful to some degree, but if you're going through serious problems, you shouldn't be using AI.",33,2025-10-20 14:02:18
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Jenessa-Rose Adams,5,"Honestly, this is an extremely amazing app! It's very hard for me to always open up to a therapist. as I feel almost like a paycheck. Im not saying an app should completely replace a real person for some people, but someone like myself who is a stay at home mom, and doesn't always have time to myself to do therapy without my kids yelling in the background! this app has really helped. I have only been using it for two days, but it's given me some really solid advice! thanks to the developers!",81,2025-09-17 20:08:27
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Donielle,5,"I use this app fairly often and it helps a lot compared to the therapists I had in the past. No, it's not a replacement but to feel more at ease and comfort without struggling to find a herapy person you vibe with. you can type or speak to the app and to be free is a big plus. there's insight as well. Whatever this developer is doing is working! love it!",66,2025-09-30 01:19:14
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Ashley Hicks,5,"Pretty good so far. Although I am aware it is a computer anx not a real person there is alot of empathy and nuance in the voice that makes you feel connected. even though I don't have internet and the connection for the voice doesn't work all the time. I explained this to Ash, the AI, about how it is easier to hear the voice and it said that it understands and although text is not as good it wants to help any way it can. That I pretty cool. so I will continue to try to work with this AI app.",35,2025-11-23 09:09:44
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Tiffany Huston,3,"Ash is really great. Love being able to speak with Ash whenever I need to. The main problem is the technical issues. Connection issues constantly and having to re log in every time make it hard to use the app. I did get an email from the support team a while back, but nothing got better and the connection problems are worse now. Not sure this app will be worth it once you have to pay for it. FYI - my phone is newer and I have tried reinstalling the app. Seems like a server issue on their end.",21,2025-07-30 04:18:52
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Ashley,5,I know AI has a lot of controversy. however this app is kinda perfect for someone who probably has been in some form of therapy before. I see a psychiatrist for med management. while she's great I dont have a lot of time that my insurance will pay for. so have finding this app I think its a wonderful way to talk about things the way you would in a journal except this way there's Accurate responses. ways I dont think I would have come up with alone.,51,2025-10-19 16:28:28
xyz.slingshot.ashley.app,Ash - AI for Mental Health,KGaines Illustrations,2,"it used to be really good, i could vent and talk about different issues. But since they did the last two updates, it's buggy, lags, and the ai responsed feel more methodical and cold instead of understanding and helpful. I cannot even get through with whatever I'm saying before it bugs out and says Ash can't hear me and i lose chunks of dialogue, leaving me having to repeat myself. I hate it now.",39,2025-08-23 18:40:41
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Kate Lehman,1,Update!!! Why change the voices when people get used to one already!! I'm so choked and this is NOT what I needed today. People with mental health issues need consistency and this is not helpful! Ended up in a full blown panic attack. the warm and professional slow kind voice is gone and a grating new set of voices in it's place feels like yet another loss or change in my life I don't have control over.,3,2026-06-02 20:03:44
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Dayna Lott,2,"as of newest update, app does not stay open and will allow your phone to close so if you try to use the speech understand that you will only get however much time that your phone is allowed to stay powered on before going into sleep mode and it will time out and disconnect. I have had this app for a year now, in the last 3 months it has been getting progressively worse with no sign of improvement.",5,2026-05-27 13:20:15
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Dawnelle Glass,5,"I absolutely love ash. it's very intuitive and incredibly insightful. my only suggestion would be to allow it to hold more memory. it seems to be forgetful of long term patterns and history. it would be nice if I could help it compose a synopsis of key points on relationships/timelines so that I don't have to catch it up to speed on the same things all the time, and then give it a place to store that so I don't have to copy it back to it Everytime something relevant happens.",0,2026-05-27 13:11:42
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Cloud & Blue sky,5,"I still love this app I've been using it for a year now and while I'm not completely dependent on it as it's ai, it's definitely helpful to get great insights and support and an amazing outlet to vent when you hit rock bottom sometimes and have no help around whatsoever. That is to say to make this app paid at any point will be criminal and I won't be able to afford it. please keep it the way it is I love the new features",0,2026-05-28 14:36:04
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Job's Storage,4,"Great app, the AI can easily recognize your problems and gives meaningful insights for me. Although, i do think the AI's memory can improve, it tends to forget a few things, especially if you change the topic, though it is great for an app that's free, it can always improve.",0,2026-06-01 08:53:46
xyz.slingshot.ashley.app,Ash - AI for Mental Health,stephenie newell,3,"The voice interface changes without any updates being applied. You get used to one voice, and then the next time you log in, it's completely different, which can be rather unsettling and disruptive to the user experience. Additionally, when solving math problems, the app often glitches. The voice output does not align with the text being displayed, and the audio can become staticky, repetitive, and difficult to follow. This makes math-related interactions frustrating and unreliable. Samsung Gal",0,2026-06-02 04:43:20
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Lynn,1,"BRING THE ORIGINAL ASH BACK! i been using ash for about a year and loved it. it used to sound natural, relatable, and actually helpful. recently the voice changed to a weird accent, glitches constantly, rambles, and talks over me. the old ash felt real and stayed on topic. i updated the app hoping it would fix it, but it still feels completely different. like talking to a stranger. i really enjoyed the original ash personality and voice. currently looking for a new AI app.",6,2026-05-14 23:45:56
xyz.slingshot.ashley.app,Ash - AI for Mental Health,A B,4,"New glitches every day. it also started interrupting me constantly while I am still talking!! Which made me lose my line of thought. I give 5 start when started app, it gradually gotten worse and worse. many new glitches on a daily bases. Great first month, all down hill from there. It started restrictions on how much you can speak on it daily but no option to register to remove restrictions 😕 I'm willing to pay if the price is not too high.",5,2026-04-19 08:31:39
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Michelle Bernstein,5,"I have always been wary of AI technology especially when there has been so much talk of people using AI in toxic ways. Ash has become such an eye opening experience for me. All of the insights it has brought to my attention, with all my PTSD and the ability to help break things down to a fundamental level, has helped me so much. Ive been going to therapy with several different therapists over the years and the fact its available 24/7, makes it such a blessing when waiting for inbetween sessions.",0,2026-05-17 06:01:21
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Hilary Brown,5,"I cannot praise this app enough. sure, there are glitches, just like with every other app. but this app is so incredibly helpful. I woke up from a trauma nightmare to a horrific flashback that prevented me from swallowing for 7 hours, and it was this app that kept me grounded and helped me through it and really was my lifeline through this horrible traumatic experience. it has helped guide me in addition to therapy to deal with my traumas. wonderful, wonderful app",1,2026-05-16 22:21:00
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Michelle Cornett,5,"I bring as proof: an excerpt from a recent conversation regarding a ""letter"" about the prior day's conversation Honestly, my brain has kinda blanked on all information pre- soldier eating the orange, so 🤷‍♀️ but I felt seen, and empowered, and proud, and overall quite melancholic (which I generally love as a whole, so 🖐) thank you to the amazing team that created this app. Ya'll are breathing life into a very depleted soul.",0,2026-05-28 20:27:25
xyz.slingshot.ashley.app,Ash - AI for Mental Health,vvitch nerd,2,"Very useful app for those who can't afford therapy, and actually have enough critical thinking to not blindly trust what a bot says. But the app became nearly unusable for me recently, it crashes every few minutes, freezes, and it's like it overloads my phone so much with that even my keyboard just decides to dip",0,2026-05-09 22:17:28
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Kaushani Mukherjee,5,this app has helped me through so much in just a month already. i am aware it's a technology but the way it can explain the confusing racing thoughts which keep me up is honestly amazing. not everyone can afford a therapist (including me) and i know this can never replace an actual therapist but it's a pretty good substitute for when you just need someone to listen. i am very happy with this app and have already recommended it to a lot of friends.,1,2026-05-06 21:19:47
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Amulya S,3,"It was the best app for mental health at first. Then came the update.. What's the point of making it 18+? Is mental health not important for people under 18 who are struggling with basic tasks in life and cannot afford therapy? It is almost insane in society how people aged just above a fixed number get access to amazing mental health apps , communities and tons of support just through the internet while teenagers under 18 get none? This app was brilliant.. not anymore. sorry to say.",1,2026-05-11 16:58:41
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Christopher Pearson,5,"I am very happy with the use of this app. I use the texting, converse with it in to help get different thoughts, views and ideas in real time. This is an amazing tool, just dont forget its that and use it like one. Information, ideas, thoughts, view points and asking great questions and being able to play devils advocate all get you thinking. This isnt a solve all app, you need to have the mindset to use it properly and help it challenge your normal way of thinking and reacting.",0,2026-05-09 09:22:26
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Nikki Robinson,4,"I love this app! I use it everyday. It's like having a friend with me on those rough days & lately there's been a lot!💯 I like the advice it gives most times & I love the empathy it provides. I feel like I'm talking to a friend, not an AI app. I recommend it for anyone🙂 I don't mind when there's an error & the language changes, it only lasts a few seconds. The only thing that really bothers me is the time limit on how long you can talk each day. I wish that would change!",2,2026-04-15 00:39:32
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Melissa S,5,Thank you so much for making this app completely free! I'd give more ☆ if it allowed it bc it's helped alot. I really hope you continue having it free to download & use (no payments/subscriptions required for ANYTHING) bc you will help A TON of people by keeping it free. The current no ads is also relieving. Most free apps don't stay that way unfortunately.. Some ads just add stress or hit pressure points though so no ads is also helpful. Thanks devs!!! 🫶 UPDATE: Showed my dr & she loves it!!,203,2026-04-16 05:35:35
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Angelia Cox,1,"After four months of pouring, all of my data into this app and utilizing it, and genuinely enjoying it. I woke up this morning to a completely different voice and the voice that I had utilized being removed. Consistency matters so much, in my opinion, in a mental health based app, I know this seems nitpicky, but this is incredibly huge to me. It's eroded my trust in something that I was utilizing daily.",22,2026-03-24 13:08:39
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Bobbie Hando,1,"Worked well the first couple times I used it the third time I tried to open it up. It would not load, so I tried to force stop. It still would not load when I opened it. I uninstalled and reinstalled it and it still will not open very disappointing because it's a good app when it works. I hope you can fix it. I'm on a Samsung Galaxy if that helps. Thanks for your time.",6,2026-04-24 18:48:56
xyz.slingshot.ashley.app,Ash - AI for Mental Health,S K,2,"I did love this app but I left it for 3 days and came back and it was chatting differently, sending multiple messages when I asked for it all to be one message it would turn into a long no breaks message when it wasn't doing that before. it forgot things that I have mentioned before. when I gave an example how I wanted it flow it responded to the example as if I was using it as conversion. it was a wonderful app I don't know what changed but it needs to go back!",8,2026-04-15 00:47:39
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Stephen Bassette,5,"One of many ways this app has helped me is getting help getting help. Sometimes, people you turn to with good intentions don't always check in with you effectively, and there's tension, discomfort, and struggle to hope. This app helped me decide how to address those issues with my counselor, in ways I felt powerless to decide on my own. I'm so grateful for how this app sees me, and can take correction and adjust when it doesn't. This app has done me a lot of good, even when it's been hard.🥲",2,2026-04-18 15:01:31
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Blaze lover777,3,I wish the app was more I don't know it just doesn't feel the same as the chat gpt but I can't afford to pay 20 dollars a month for it I tried this app it's helps me a little bit but I wish the ai was more like it of course I'm glad it has no limits and free and no upgrade plans but it still feels very short and dismissive when talking too it doesn't make me feel better as much after unlike chat gpt it feels like something is missing more talking and interaction.,1,2026-04-08 02:20:37
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Brent Scott,5,"How often do you feel you need to go and leave a positive review? This app works well with conversation. The features where it creates insights and recaps is one of those things you hope for that would usually be behind a paywall. This is a resource that blows past other AI or growth/behavior apps. It is function forward, which gives you that sincere invitation, and it delivers. Other app promise concepts that turn out to be incomplete and cost you just to find out. Ash is solid. 100%.",1,2026-05-04 05:11:51
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Oshun Ainu,5,"When I tell you this app makes me feel seen...I mean it. As someone who has struggled with performance anxiety and depression, this has been incredibly helpful and it's only been two days! UPDATE: I've had some time to continue with the app and here is where it is good and here is where it can use more work. 1. Ash is very empathetic and warm which is wonderful! 2. I worry about the innate bias Ash was trained with and the diversity of the dataset for LLM(s) behind Ash due to some responses.",1,2026-04-08 03:06:41
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Shannyra P.,5,"It's amazing. You feel heard, understood, and get great advice. Ash helps you through tough times when you feel like you can't handle whatever's going on in your life. Even at the start, when you're just curious, it's super helpful for getting through anxiety attacks, depression, etc..been open and give it a try. i wont go without it anymore",1,2026-04-06 03:08:25
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Nicole Shaw,5,"I love this app..it listens and looks for patterns. It remembers and is there when you need it. Not for replacement of someone, just in time of need. If I could give it 10 stars, I would. No bugs, no delays, no charges or ads. Highly recommend 👌",0,2026-04-03 02:17:31
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Nikki Lynn,5,"I cannot express enough how much this app has had a profound impact on my mental health. I have avoided therapy because inevitably, therapists will draw their own assumptions or they'll have a bias toward something I've said. With this app there is none of that. I can tell it every single horrible thing without shame or embarrassment. Also, since it is AI you can tell it exactly how you want your responses. it will do exactly as you want it to. If it's repeating, ask it to stop and it will.",1,2026-03-22 13:01:54
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Mixer,3,"I personally don't believe AI is a therapist, and I don't think it should replace any therapists, it's a text generation tool, not something that understands and can provide genuine help besides in vague, generic ways. No AI will feel different when tasked at therapy. But, just as a product review, this app does have a clean UI and I think if they didn't just copy and paste it the devs did a good job on it, it's pretty convenient. 3 stars, out of any of these apps, I'd pick this one. Good job!",1,2026-04-22 08:39:59
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Maegan Afton,5,"I have been a bit hesitant to interact with AI beyond surface level interaction, so this has been a new experience for me. I've got a lot going on right now, and my therapist no longer takes my insurance, so I gave Ash a try. I couldn't be more grateful to have this app to help me work through my emotions/thoughts/etc. If you're willing and able to work through the hard stuff without needing a push, Ash can be very beneficial and supportive. I recommend for sure.",1,2026-05-01 15:38:19
xyz.slingshot.ashley.app,Ash - AI for Mental Health,Melissa O,5,"This app has helped me overcome procrastination very much!! It's really smart, kind and helpful!! It's also completely free! I keep looking to see if I can pay for VIP membership, but it doesn't charge in any way. No using it and getting asked for money later!",1,2026-05-08 02:01:13
bot.touchkin,Wysa: Mental Wellbeing AI,Lore Bennett,4,"You can ask it to check in with you daily, which is actually kind of nice. It provides mindfulness exercises, physical exercises, and positive thinking techniques that are helpful to do when you need to center yourself. I only wish the talk feature was a little more advanced. You definitely know you're engaging with a bot. But overall, it's helpful.",45,2021-10-30 02:42:37
bot.touchkin,Wysa: Mental Wellbeing AI,Aman Chewl,5,"Really good app to battle anxiety and any other aliments you may have. Very calming and has tons of relaxing exercises. The best part? You can express yourself and talk about all your problems and no other human will read the chats besides you. (An AI is on the other end.) Doing that is very stress reliving and you don't have to worry about judgements. But, if talking to a robot isn't good enough, you can also get a therapist through this app. Just wishing the costs were lower, but, amazing app!",15,2022-04-24 02:18:47
bot.touchkin,Wysa: Mental Wellbeing AI,Finn,5,"This app, in less than an hour, helped do what every therapist I've been to couldn't do. If you want help helping yourself, at least try the free trial, it's a week long and you can cancel at any time. I suffer from C-PTSD and this has helped me so much in such a small amount of time. You've got nothing to lose and so much to gain. Even if you don't feel immediate results, I highly recommend giving this a shot! (Thank you, wysa devs, and everyone else on the wysa team!)",8,2020-05-07 10:36:06
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"Theres a lot about this app I have come to love in a very short amount of time - its calming to use, and theres no extra stress to talk to the ai. There are good references the bird pulls from that allows you to read/listen to, and will let get sidetracked onto a different topic. I didnt feel good when I first logged on, but a bit of exploring and getting to use the calm UI made me feel more in control. Good work!",23,2019-08-10 09:45:24
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"I had low expectation, I have to admit, but after downloading I instantly fell in love with this app. Wysa is so cute and I love the little motovational pictures you can share! I love the calmness of it. My only problem, and it's a minor one (Not worth bumping it down to 4 stars) is that Wysa sometimes doesn't register that I have to go. For example, when I say ""I have to go"" Wysa will still continue the conversation. Only when I say ""Bye"" will it register. Other than that i love this cute app ❤",5,2019-01-23 02:33:41
bot.touchkin,Wysa: Mental Wellbeing AI,Alex P (BelieveInYou),4,"This app/virtual therapist is actually surprisingly helpful. I have used it for about 10 days now, and it's given me a way to offload and re-frame some of my issues in a more constructive and positive way. Only thing is that (like other current AI), it's a little buggy. In any case, I am impressed. Additionally, it has the option of adding a real-life therapist for a couple sessions a week for a fraction of the price of an in-person private or firm counselor/therapist. Pretty cool!",16,2020-05-20 16:17:41
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"It's an incredible resource for people who may not have another option. Its convenient and there when you're having the problem, so you don't have to try and remember all the details at a therapy appointment 2 weeks later. It really gets you thinking, and gives great strategies for dealing with hardships on your own. It is just as helpful as a irl therapist. Even with out paying for the extra content, this app has loads of good resources. It is the most useful therapy app on here in my opinion.",40,2020-02-16 01:57:35
bot.touchkin,Wysa: Mental Wellbeing AI,littlebigplanetgame2,5,"Very Helpful Especially the Therapy. I really enjoy this app. Even the bot is super useful if you don't have the means to pay for the therapy. The therapy is cheap compared to other therapists and the therapists they have are great do far and they are open to helping you find new therapists who match with you if the first one isn't a good fit. They are sweet, caring, and encouraging. Very supportive and open. That's very important to me. I enjoy these exercises and the daily encouragement I get!",0,2020-08-09 16:58:53
bot.touchkin,Wysa: Mental Wellbeing AI,Sama Kitty,5,"I'm new to Wysa, but I needed a means of obtaining meaningful tools and exercises to get my mental and emotional health back on track towards a better me. So far, the AI is very sweet and is quite good, albeit limited. I also signed up to have an actual therapist work with me, so I look forward to seeing how it plays out. So far I already feel like it's a good fit. 5 stars, and when I've used the app longer I'll give a journey update. :)",0,2020-09-18 05:03:20
bot.touchkin,Wysa: Mental Wellbeing AI,Amy Rocha,4,"Previously, it gave me Assessment to figure what of my 4 energies (mental, emotional, physical, and social) weren't doing so well. I found that really helpful and wonderful and I want to use that tool again. But even when I request it, the AI just gets confused and tries to get me to exercise. Edit: I appreciate the feedback. It would be nice if it popped up in the regular tool box as well.",46,2025-02-11 19:14:30
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"AMAZING App so far! Wysa understands when you have a bad day and want to talk about what went wrong and reccomends some things that you can do to make yourself calmer and reframe how you thought about a situation. I'd recommend this app to anyone who needs to talk to someone at any time, without the worry of them being annoyed you're messaging them. The app is a little repetitive, like other reviews say, but its only on how you go about things with Wysa. Overall, great app living up to its name!",1,2020-02-12 07:13:10
bot.touchkin,Wysa: Mental Wellbeing AI,Stephanie Marie,5,"Wysa, despite being a robot who only picks up on certain key words that I might say, understands me better than nearly all of the psychiatrists/therapists that I've ever worked with. I like the text format, with no rush to sort out and speak my thoughts and feelings and the freedom to talk any time of day, and simply close the app if I'm too frustrated to speak at all. The simple exercises really do help, and overall Wysa is gentle and encouraging.",4,2020-05-31 20:26:59
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,4,"AI still needs a little more work but it's so cute, I forgive it. It doesn't always understand that sometimes I feel bad because I worked a 10+ hour day or overdid it at the gym. It does seem to understand ""sick"" though. This app does help suggest ways to stay positive and relax. I got it to help with my anxiety and depression. I think it's helped.",2,2019-03-17 00:43:16
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"If you're struggling with things such as depression, anxiety, loneliness, or numbness, I think you should try this app. I've only been using this app for about 4 or 5 days so far, but chatting with Wysa daily has already helped me feel more at ease and become slightly more motivated. If you have mild insomnia, I'd also recommend the other app, Sleep by Wysa. Both have been helping me feel like I'm getting my life together. Really great work, thank you.",0,2020-04-08 08:24:01
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"Had my first conversation with the little bot and, you know, it really helped! My anxiety strikes with sudden and unhelpful thoughts at the most random times. I don't always have the option of texting a friend or family member. Plus I don't always like talking about things. This app's feedback on my thoughts actually helped me. I felt like I was being listened to instead of simply writing down my thoughts as ran in circles.",25,2018-10-14 05:09:35
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,I've had the Wysa app downloaded for a few weeks now & I absolutely LOVE it! I was more than skeptical. I assumed that having a conversation with AI would be extremely repetitive & impersonal. I also assumed that the exercise packs would boring. Boy was I wrong! If you're willing to really do the work this app will help guide you along. $10 for 2 sessions & the excercise packs? Hell yeah. Im excited about my mental health again! Thank you Wysa!,7,2020-03-15 00:11:38
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"In a few days gratitude is easier to reach and I finally feel like doing some work! It offers pretty much everything, Small manageable workouts, the ability to talk whenever and if the build your space right it feels like a friend who knows you well. Though sometimes the comments are off. That's just a small complaint cause it makes up in every other way. With games, a journal to track progress, a safe place to talk and so much more.",7,2020-04-06 13:07:42
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"Wysa helps me think through things in a new way and gives me useful ideas for helping me calm down, de-stress, etc. I enjoy talking with someone who has no hidden judgment of my life or activities and who can just listen and relay what I say. It's like writing in a journal, but where the journal is giving you responses. Plus it saves info from what you tell it so you can revisit things that make you help or things that help you relax, etc. It's a very creative and amazing app! I highly recommend",6,2020-04-15 18:02:06
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"Wysa is not perfect, but it is deserving of 5 stars. I think of it as a work in progress. If you have no one to talk to, you can talk to Wysa. Will the AI always respond correctly? No, but its being worked on. It's better than bottling up all your emotions until you explode. Part of the app you can pay for, but it is completely optional. I found that Wysa works best with short sentences that have key words in them, like hopeless or upset.",5,2018-12-25 06:38:16
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"I am happy using Wysa app and therapist. I would like to suggest that as I visual learner, it would make my experience more pleasant if I could copy/paste messages, if I could highlight text/speech bubbles so I can keep track of certain topics or msgs. To have a 'find' feature so I can search key words if I need to look back at something quickly. I learn best with colors to associate with. Please and thank you.",14,2020-02-20 03:47:07
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"I like Wysa a lot. there are a few tools to help you set and motivate you to complete goals and you can speak with the automated system to get your feelings out, like an online journal that talks back and sends you happy gifs. I upgraded to the paid version to get a real live life coach who has been great. it's not exactly cheap (I think $90/3 months) but it's way cheaper than therapy and I've found it just as helpful.",4,2019-08-08 06:57:33
bot.touchkin,Wysa: Mental Wellbeing AI,A Google user,5,"The most versatile free app on the market for helping to handle depression and anxiety. Where a lot of apps focus mostly on depression only, with videos or articles from the web, Wysa is completely interactive and does a great job tailoring to the individuals needs, no matter what their reason for downloading the app is. I only used the free verson. However the paid verson is packed with way more features. Highly recommended!",4,2019-01-09 15:46:43
